order_id,customer_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,first_order_flag,basket_size,unique_aisles,unique_departments,reordered_items,new_to_customer_items,reorder_share,new_to_customer_share,avg_add_to_cart_order,max_add_to_cart_order
17241,112524,23,6,11,5.0,0,9,6,6,7,2,0.7777777777777778,0.2222222222222222,5.0,9
17242,79898,3,6,16,12.0,0,33,20,9,4,29,0.12121212121212122,0.8787878787878788,17.0,33
17243,34340,71,1,8,7.0,0,2,2,2,2,0,1.0,0.0,1.5,2
17244,162598,5,5,12,7.0,0,9,6,4,4,5,0.4444444444444444,0.5555555555555556,5.0,9
17245,99562,9,0,13,7.0,0,13,10,5,13,0,1.0,0.0,7.0,13
17246,150026,43,3,12,7.0,0,3,2,2,3,0,1.0,0.0,2.0,3
17247,180175,3,5,0,5.0,0,5,5,3,0,5,0.0,1.0,3.0,5
17248,111122,6,0,9,0.0,0,1,1,1,0,1,0.0,1.0,1.0,1
17249,17202,25,5,15,4.0,0,3,1,1,3,0,1.0,0.0,2.0,3
17251,110287,2,6,19,11.0,0,10,9,7,0,10,0.0,1.0,5.5,10
17252,172752,14,6,16,6.0,0,7,7,6,7,0,1.0,0.0,4.0,7
17253,23162,7,2,12,4.0,0,14,9,8,2,12,0.14285714285714285,0.8571428571428571,7.5,14
17254,86704,3,0,8,12.0,0,18,10,7,5,13,0.2777777777777778,0.7222222222222222,9.5,18
17255,12329,23,4,15,3.0,0,7,6,5,3,4,0.42857142857142855,0.5714285714285714,4.0,7
17256,69312,12,3,15,4.0,0,4,2,2,4,0,1.0,0.0,2.5,4
17257,36217,4,2,13,30.0,0,10,7,5,4,6,0.4,0.6,5.5,10
17258,17356,34,4,12,6.0,0,7,6,3,7,0,1.0,0.0,4.0,7
17259,72607,5,6,15,1.0,0,13,11,8,1,12,0.07692307692307693,0.9230769230769231,7.0,13
17260,95845,22,5,10,8.0,0,16,10,5,13,3,0.8125,0.1875,8.5,16
17261,75890,4,5,15,20.0,0,14,6,4,3,11,0.21428571428571427,0.7857142857142857,7.5,14
17262,23297,54,5,16,1.0,0,20,14,9,16,4,0.8,0.2,10.5,20
17263,149057,11,5,18,7.0,0,10,6,4,6,4,0.6,0.4,5.5,10
17264,119610,23,0,10,7.0,0,5,5,4,5,0,1.0,0.0,3.0,5
17265,195071,36,2,16,4.0,0,11,11,10,11,0,1.0,0.0,6.0,11
17266,141040,8,6,14,5.0,0,7,6,4,5,2,0.7142857142857143,0.2857142857142857,4.0,7
17267,126751,9,4,18,17.0,0,4,4,4,3,1,0.75,0.25,2.5,4
17268,190416,3,1,16,3.0,0,4,3,3,2,2,0.5,0.5,2.5,4
17269,185694,45,2,13,10.0,0,12,9,7,8,4,0.6666666666666666,0.3333333333333333,6.5,12
17270,63503,5,6,12,7.0,0,15,13,7,9,6,0.6,0.4,8.0,15
17271,151854,5,4,10,30.0,0,14,11,6,3,11,0.21428571428571427,0.7857142857142857,7.5,14
17272,56477,3,0,14,6.0,0,12,11,7,4,8,0.3333333333333333,0.6666666666666666,6.5,12
17273,131370,12,0,10,7.0,0,6,4,3,3,3,0.5,0.5,3.5,6
17274,46237,19,4,20,8.0,0,8,5,3,5,3,0.625,0.375,4.5,8
17276,26312,18,6,22,30.0,0,36,17,9,31,5,0.8611111111111112,0.1388888888888889,18.5,36
17277,86559,3,0,14,1.0,0,6,5,5,0,6,0.0,1.0,3.5,6
17278,153406,36,6,7,3.0,0,6,4,2,6,0,1.0,0.0,3.5,6
17280,192083,12,6,19,9.0,0,15,12,7,15,0,1.0,0.0,8.0,15
17281,129541,5,2,9,8.0,0,5,3,3,3,2,0.6,0.4,3.0,5
17282,97871,15,6,9,30.0,0,7,5,5,4,3,0.5714285714285714,0.42857142857142855,4.0,7
17283,45476,19,2,12,8.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17284,36445,36,0,19,9.0,0,37,15,9,27,10,0.7297297297297297,0.2702702702702703,19.0,37
17285,176497,4,3,18,21.0,0,9,5,5,5,4,0.5555555555555556,0.4444444444444444,5.0,9
17286,203838,5,5,20,10.0,0,24,16,9,4,20,0.16666666666666666,0.8333333333333334,12.5,24
17287,48590,7,1,16,9.0,0,24,16,8,11,13,0.4583333333333333,0.5416666666666666,12.5,24
17288,147854,1,0,10,,1,14,8,7,0,14,0.0,1.0,7.5,14
17289,193909,8,4,8,16.0,0,16,11,7,9,7,0.5625,0.4375,8.5,16
17290,1203,35,4,11,2.0,0,7,6,5,5,2,0.7142857142857143,0.2857142857142857,4.0,7
17291,78150,19,3,13,30.0,0,10,8,6,10,0,1.0,0.0,5.5,10
17292,84210,90,0,9,3.0,0,13,10,4,12,1,0.9230769230769231,0.07692307692307693,7.0,13
17293,155077,12,4,22,7.0,0,10,7,4,10,0,1.0,0.0,5.5,10
17294,193873,33,6,19,30.0,0,6,4,3,6,0,1.0,0.0,3.5,6
17295,35261,2,4,15,11.0,0,16,13,9,3,13,0.1875,0.8125,8.5,16
17296,122735,31,1,10,7.0,0,16,10,5,12,4,0.75,0.25,8.5,16
17297,86646,29,5,13,3.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17298,181700,7,0,13,3.0,0,5,4,2,0,5,0.0,1.0,3.0,5
17300,101014,1,3,17,,1,3,3,2,0,3,0.0,1.0,2.0,3
17301,47883,3,1,16,10.0,0,4,3,3,2,2,0.5,0.5,2.5,4
17302,81144,5,6,19,18.0,0,20,13,7,9,11,0.45,0.55,10.5,20
17303,200118,14,1,11,10.0,0,3,3,3,3,0,1.0,0.0,2.0,3
17304,112429,33,3,13,3.0,0,14,10,5,13,1,0.9285714285714286,0.07142857142857142,7.5,14
17305,152091,15,1,11,8.0,0,3,2,2,3,0,1.0,0.0,2.0,3
17306,183568,5,5,20,30.0,0,5,5,4,2,3,0.4,0.6,3.0,5
17307,5493,54,4,10,4.0,0,12,7,5,9,3,0.75,0.25,6.5,12
17308,160589,25,5,15,14.0,0,12,8,7,3,9,0.25,0.75,6.5,12
17309,202867,4,4,12,30.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17310,118403,57,4,14,30.0,0,7,5,4,3,4,0.42857142857142855,0.5714285714285714,4.0,7
17311,120709,19,3,7,10.0,0,10,7,5,10,0,1.0,0.0,5.5,10
17312,62354,54,0,13,2.0,0,4,4,2,2,2,0.5,0.5,2.5,4
17313,193808,17,1,10,5.0,0,15,9,5,15,0,1.0,0.0,8.0,15
17314,193090,11,0,14,27.0,0,8,6,4,1,7,0.125,0.875,4.5,8
17315,57907,13,0,7,6.0,0,2,2,2,2,0,1.0,0.0,1.5,2
17316,147102,8,6,9,6.0,0,12,10,7,8,4,0.6666666666666666,0.3333333333333333,6.5,12
17317,70192,35,6,11,24.0,0,2,1,1,2,0,1.0,0.0,1.5,2
17318,78399,48,3,12,4.0,0,10,8,4,9,1,0.9,0.1,5.5,10
17319,68513,14,4,14,9.0,0,25,17,8,23,2,0.92,0.08,13.0,25
17320,37204,25,2,18,17.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17321,41761,1,1,18,,1,12,10,5,0,12,0.0,1.0,6.5,12
17322,115595,22,0,8,6.0,0,30,20,8,30,0,1.0,0.0,15.5,30
17323,152028,10,0,20,4.0,0,28,16,9,17,11,0.6071428571428571,0.39285714285714285,14.5,28
17324,122875,2,3,18,3.0,0,4,3,3,0,4,0.0,1.0,2.5,4
17325,48547,33,5,18,6.0,0,9,7,5,9,0,1.0,0.0,5.0,9
17326,178931,10,2,9,30.0,0,10,5,3,5,5,0.5,0.5,5.5,10
17327,69784,1,6,17,,1,11,10,7,0,11,0.0,1.0,6.0,11
17328,155513,40,3,11,7.0,0,2,1,1,2,0,1.0,0.0,1.5,2
17329,139718,3,2,16,13.0,0,25,19,11,9,16,0.36,0.64,13.0,25
17330,129791,14,1,9,10.0,0,9,8,7,4,5,0.4444444444444444,0.5555555555555556,5.0,9
17331,205454,39,1,16,6.0,0,9,7,3,9,0,1.0,0.0,5.0,9
17332,32537,48,0,16,13.0,0,8,5,4,7,1,0.875,0.125,4.5,8
17333,39484,17,6,18,5.0,0,9,9,6,3,6,0.3333333333333333,0.6666666666666666,5.0,9
17334,167410,5,2,14,14.0,0,6,6,5,3,3,0.5,0.5,3.5,6
17335,171945,1,6,23,,1,8,7,5,0,8,0.0,1.0,4.5,8
17336,121082,38,1,11,7.0,0,5,3,3,4,1,0.8,0.2,3.0,5
17337,161343,39,5,8,2.0,0,8,7,4,6,2,0.75,0.25,4.5,8
17338,529,2,6,12,12.0,0,14,11,5,0,14,0.0,1.0,7.5,14
17339,118814,5,1,21,30.0,0,14,10,7,5,9,0.35714285714285715,0.6428571428571429,7.5,14
17340,53855,7,4,19,9.0,0,9,8,5,3,6,0.3333333333333333,0.6666666666666666,5.0,9
17341,170615,6,2,14,21.0,0,25,13,8,19,6,0.76,0.24,13.0,25
17342,57190,5,5,15,30.0,0,10,9,8,6,4,0.6,0.4,5.5,10
17343,123711,9,3,17,16.0,0,6,6,5,4,2,0.6666666666666666,0.3333333333333333,3.5,6
17344,154004,2,4,17,30.0,0,11,9,6,0,11,0.0,1.0,6.0,11
17345,79205,6,1,11,3.0,0,6,3,1,3,3,0.5,0.5,3.5,6
17346,1627,1,5,10,,1,17,10,5,0,17,0.0,1.0,9.0,17
17347,38282,19,5,12,4.0,0,3,2,2,2,1,0.6666666666666666,0.3333333333333333,2.0,3
17348,30572,7,5,17,12.0,0,13,13,6,5,8,0.38461538461538464,0.6153846153846154,7.0,13
17349,200310,1,5,12,,1,1,1,1,0,1,0.0,1.0,1.0,1
17350,100551,1,3,15,,1,8,6,5,0,8,0.0,1.0,4.5,8
17351,85974,14,4,20,30.0,0,9,8,6,8,1,0.8888888888888888,0.1111111111111111,5.0,9
17352,153895,1,0,8,,1,10,8,6,0,10,0.0,1.0,5.5,10
17353,174388,8,4,14,1.0,0,2,1,1,0,2,0.0,1.0,1.5,2
17354,48889,1,6,22,,1,12,8,5,0,12,0.0,1.0,6.5,12
17355,74942,53,3,20,4.0,0,4,4,3,4,0,1.0,0.0,2.5,4
17356,34174,2,1,16,13.0,0,19,13,7,11,8,0.5789473684210527,0.42105263157894735,10.0,19
17357,167951,32,4,11,4.0,0,1,1,1,0,1,0.0,1.0,1.0,1
17358,121327,10,3,13,7.0,0,11,7,5,9,2,0.8181818181818182,0.18181818181818182,6.0,11
17359,68579,3,5,16,30.0,0,2,2,2,0,2,0.0,1.0,1.5,2
17361,204099,21,1,8,1.0,0,5,5,4,1,4,0.2,0.8,3.0,5
17362,102874,3,6,20,30.0,0,7,7,6,3,4,0.42857142857142855,0.5714285714285714,4.0,7
17363,76593,23,6,17,30.0,0,18,14,7,14,4,0.7777777777777778,0.2222222222222222,9.5,18
17364,153244,81,5,14,5.0,0,4,4,3,3,1,0.75,0.25,2.5,4
17365,164118,4,3,12,8.0,0,13,10,7,9,4,0.6923076923076923,0.3076923076923077,7.0,13
17366,178101,21,2,18,3.0,0,5,5,4,4,1,0.8,0.2,3.0,5
17367,16017,11,3,15,12.0,0,6,4,4,3,3,0.5,0.5,3.5,6
17368,118525,4,6,10,13.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17369,202035,10,1,15,5.0,0,11,6,2,9,2,0.8181818181818182,0.18181818181818182,6.0,11
17370,141525,41,1,10,5.0,0,7,4,4,6,1,0.8571428571428571,0.14285714285714285,4.0,7
17371,85862,27,5,16,0.0,0,4,4,3,2,2,0.5,0.5,2.5,4
17372,8664,12,4,10,5.0,0,4,4,4,2,2,0.5,0.5,2.5,4
17373,74538,39,1,20,8.0,0,7,3,1,4,3,0.5714285714285714,0.42857142857142855,4.0,7
17375,157670,25,5,11,5.0,0,3,3,2,3,0,1.0,0.0,2.0,3
17376,161245,1,6,17,,1,5,5,5,0,5,0.0,1.0,3.0,5
17377,22385,9,4,10,3.0,0,10,7,3,3,7,0.3,0.7,5.5,10
17378,202434,8,0,9,5.0,0,7,7,5,4,3,0.5714285714285714,0.42857142857142855,4.0,7
17379,80195,2,1,19,30.0,0,5,4,4,0,5,0.0,1.0,3.0,5
17380,187637,3,0,14,13.0,0,4,3,3,3,1,0.75,0.25,2.5,4
17381,191821,45,6,22,3.0,0,15,12,6,14,1,0.9333333333333333,0.06666666666666667,8.0,15
17382,2344,26,4,15,7.0,0,10,9,5,8,2,0.8,0.2,5.5,10
17383,3804,14,4,15,1.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17384,92628,14,2,14,9.0,0,27,15,8,26,1,0.9629629629629629,0.037037037037037035,14.0,27
17385,82427,7,1,7,7.0,0,12,9,6,10,2,0.8333333333333334,0.16666666666666666,6.5,12
17386,94669,10,1,15,6.0,0,13,9,7,12,1,0.9230769230769231,0.07692307692307693,7.0,13
17387,156837,89,1,19,4.0,0,15,12,5,12,3,0.8,0.2,8.0,15
17388,201102,26,2,22,4.0,0,6,5,5,5,1,0.8333333333333334,0.16666666666666666,3.5,6
17389,196132,11,4,9,30.0,0,24,12,7,9,15,0.375,0.625,12.5,24
17390,92344,26,0,14,27.0,0,9,7,6,7,2,0.7777777777777778,0.2222222222222222,5.0,9
17391,8849,4,6,17,19.0,0,23,13,7,4,19,0.17391304347826086,0.8260869565217391,12.0,23
17392,156802,1,4,14,,1,14,12,7,0,14,0.0,1.0,7.5,14
17393,17694,28,4,12,2.0,0,5,5,4,5,0,1.0,0.0,3.0,5
17394,191876,9,4,11,4.0,0,9,7,5,3,6,0.3333333333333333,0.6666666666666666,5.0,9
17395,68700,6,3,13,30.0,0,14,4,2,13,1,0.9285714285714286,0.07142857142857142,7.5,14
17397,30617,10,1,9,6.0,0,14,12,5,8,6,0.5714285714285714,0.42857142857142855,7.5,14
17398,97737,9,6,10,30.0,0,7,3,3,0,7,0.0,1.0,4.0,7
17399,205647,72,4,14,2.0,0,6,6,6,5,1,0.8333333333333334,0.16666666666666666,3.5,6
17400,136850,20,5,14,5.0,0,8,8,5,8,0,1.0,0.0,4.5,8
17401,84603,13,2,19,1.0,0,5,5,5,4,1,0.8,0.2,3.0,5
17402,189063,3,4,17,10.0,0,14,11,8,5,9,0.35714285714285715,0.6428571428571429,7.5,14
17404,194408,7,0,16,30.0,0,14,7,4,6,8,0.42857142857142855,0.5714285714285714,7.5,14
17405,93207,2,4,8,10.0,0,6,6,4,2,4,0.3333333333333333,0.6666666666666666,3.5,6
17406,70789,12,1,15,12.0,0,18,13,6,11,7,0.6111111111111112,0.3888888888888889,9.5,18
17407,76011,11,4,9,30.0,0,14,11,7,12,2,0.8571428571428571,0.14285714285714285,7.5,14
17408,143145,11,3,15,7.0,0,2,2,2,1,1,0.5,0.5,1.5,2
17409,203360,14,4,8,11.0,0,3,3,3,3,0,1.0,0.0,2.0,3
17410,138072,22,6,15,7.0,0,8,7,5,6,2,0.75,0.25,4.5,8
17411,7792,8,0,19,14.0,0,36,23,10,17,19,0.4722222222222222,0.5277777777777778,18.5,36
17412,60149,22,5,14,7.0,0,9,7,5,7,2,0.7777777777777778,0.2222222222222222,5.0,9
17413,118135,24,3,10,9.0,0,19,12,7,16,3,0.8421052631578947,0.15789473684210525,10.0,19
17414,165448,12,6,11,30.0,0,11,9,6,8,3,0.7272727272727273,0.2727272727272727,6.0,11
17415,136782,47,3,15,1.0,0,7,5,4,3,4,0.42857142857142855,0.5714285714285714,4.0,7
17416,162310,46,0,14,5.0,0,6,4,4,6,0,1.0,0.0,3.5,6
17417,97321,13,2,18,6.0,0,25,17,8,18,7,0.72,0.28,13.0,25
17419,39361,6,0,13,19.0,0,7,6,4,6,1,0.8571428571428571,0.14285714285714285,4.0,7
17420,126307,2,4,15,30.0,0,9,9,5,0,9,0.0,1.0,5.0,9
17421,172345,29,6,12,6.0,0,9,7,7,9,0,1.0,0.0,5.0,9
17422,32512,3,1,14,30.0,0,11,7,7,6,5,0.5454545454545454,0.45454545454545453,6.0,11
17423,88100,4,5,18,8.0,0,11,10,8,4,7,0.36363636363636365,0.6363636363636364,6.0,11
17424,44624,4,5,10,22.0,0,4,4,3,2,2,0.5,0.5,2.5,4
17425,22337,30,2,11,5.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17426,10130,1,0,14,,1,5,5,5,0,5,0.0,1.0,3.0,5
17427,164657,4,1,10,5.0,0,18,16,9,7,11,0.3888888888888889,0.6111111111111112,9.5,18
17428,191377,6,3,20,20.0,0,14,8,5,3,11,0.21428571428571427,0.7857142857142857,7.5,14
17429,196043,9,0,15,4.0,0,8,7,5,8,0,1.0,0.0,4.5,8
17430,167372,7,3,10,4.0,0,11,11,5,9,2,0.8181818181818182,0.18181818181818182,6.0,11
17431,193591,4,3,12,3.0,0,3,3,3,2,1,0.6666666666666666,0.3333333333333333,2.0,3
17432,34608,5,0,19,27.0,0,17,12,8,9,8,0.5294117647058824,0.47058823529411764,9.0,17
17433,79332,6,0,9,15.0,0,13,10,6,5,8,0.38461538461538464,0.6153846153846154,7.0,13
17434,145520,5,2,14,4.0,0,24,13,8,5,19,0.20833333333333334,0.7916666666666666,12.5,24
17435,93764,32,5,9,14.0,0,9,8,6,6,3,0.6666666666666666,0.3333333333333333,5.0,9
17436,171566,2,1,14,10.0,0,15,7,3,9,6,0.6,0.4,8.0,15
17437,93519,55,5,7,1.0,0,22,14,10,22,0,1.0,0.0,11.5,22
17438,26832,25,2,16,30.0,0,7,1,1,4,3,0.5714285714285714,0.42857142857142855,4.0,7
17439,31690,18,1,21,6.0,0,6,5,5,6,0,1.0,0.0,3.5,6
17440,133286,2,0,14,30.0,0,1,1,1,0,1,0.0,1.0,1.0,1
17441,93339,2,6,19,16.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17442,17086,34,2,10,4.0,0,9,8,4,9,0,1.0,0.0,5.0,9
17443,94947,17,4,11,2.0,0,28,14,7,2,26,0.07142857142857142,0.9285714285714286,14.5,28
17444,22961,8,6,21,3.0,0,15,11,8,11,4,0.7333333333333333,0.26666666666666666,8.0,15
17445,49999,3,2,13,22.0,0,36,17,9,32,4,0.8888888888888888,0.1111111111111111,18.5,36
17446,22505,4,3,15,15.0,0,27,21,10,8,19,0.2962962962962963,0.7037037037037037,14.0,27
17447,71158,1,1,15,,1,13,6,4,0,13,0.0,1.0,7.0,13
17448,99424,26,5,16,19.0,0,3,2,1,3,0,1.0,0.0,2.0,3
17449,2334,15,3,7,18.0,0,5,4,3,5,0,1.0,0.0,3.0,5
17450,34727,27,2,10,30.0,0,1,1,1,0,1,0.0,1.0,1.0,1
17451,29896,14,1,8,30.0,0,6,2,2,3,3,0.5,0.5,3.5,6
17452,158475,4,4,21,11.0,0,12,8,6,3,9,0.25,0.75,6.5,12
17453,196518,9,2,19,14.0,0,11,10,6,7,4,0.6363636363636364,0.36363636363636365,6.0,11
17454,67985,43,2,14,7.0,0,17,12,6,14,3,0.8235294117647058,0.17647058823529413,9.0,17
17455,186815,6,0,18,14.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17456,133422,4,0,12,13.0,0,11,9,6,5,6,0.45454545454545453,0.5454545454545454,6.0,11
17457,99072,9,4,16,9.0,0,33,17,11,11,22,0.3333333333333333,0.6666666666666666,17.0,33
17458,50471,33,5,12,1.0,0,7,5,4,4,3,0.5714285714285714,0.42857142857142855,4.0,7
17459,69993,1,5,17,,1,14,10,8,0,14,0.0,1.0,7.5,14
17460,118034,22,3,11,3.0,0,5,4,4,3,2,0.6,0.4,3.0,5
17461,129419,8,2,10,11.0,0,7,4,4,6,1,0.8571428571428571,0.14285714285714285,4.0,7
17462,134700,7,5,2,2.0,0,16,13,8,12,4,0.75,0.25,8.5,16
17463,75936,35,5,23,30.0,0,9,5,3,8,1,0.8888888888888888,0.1111111111111111,5.0,9
17464,163473,19,4,16,1.0,0,21,12,6,12,9,0.5714285714285714,0.42857142857142855,11.0,21
17465,12978,6,3,16,20.0,0,3,2,2,2,1,0.6666666666666666,0.3333333333333333,2.0,3
17466,18948,33,5,9,1.0,0,11,9,5,8,3,0.7272727272727273,0.2727272727272727,6.0,11
17467,2440,9,2,9,8.0,0,25,11,7,18,7,0.72,0.28,13.0,25
17468,87043,13,3,15,6.0,0,7,5,4,2,5,0.2857142857142857,0.7142857142857143,4.0,7
17469,7927,2,6,16,6.0,0,6,4,3,0,6,0.0,1.0,3.5,6
17470,94835,13,2,10,20.0,0,6,4,3,5,1,0.8333333333333334,0.16666666666666666,3.5,6
17471,13748,3,3,10,30.0,0,1,1,1,0,1,0.0,1.0,1.0,1
17472,103688,22,1,12,8.0,0,7,6,4,4,3,0.5714285714285714,0.42857142857142855,4.0,7
17473,162808,2,5,16,29.0,0,17,13,9,9,8,0.5294117647058824,0.47058823529411764,9.0,17
17475,43565,10,6,14,4.0,0,15,9,5,12,3,0.8,0.2,8.0,15
17476,19348,15,0,11,6.0,0,7,4,2,3,4,0.42857142857142855,0.5714285714285714,4.0,7
17477,62040,18,0,6,8.0,0,7,6,6,2,5,0.2857142857142857,0.7142857142857143,4.0,7
17478,204086,11,3,13,3.0,0,3,2,2,2,1,0.6666666666666666,0.3333333333333333,2.0,3
17479,93325,45,0,20,6.0,0,11,8,5,9,2,0.8181818181818182,0.18181818181818182,6.0,11
17480,189078,8,3,19,1.0,0,3,3,3,2,1,0.6666666666666666,0.3333333333333333,2.0,3
17481,28976,9,5,14,7.0,0,11,9,7,6,5,0.5454545454545454,0.45454545454545453,6.0,11
17482,19823,1,2,11,,1,6,4,4,0,6,0.0,1.0,3.5,6
17483,186129,34,6,8,7.0,0,6,6,5,6,0,1.0,0.0,3.5,6
17484,81075,9,6,20,6.0,0,10,7,4,8,2,0.8,0.2,5.5,10
17485,122897,3,0,15,14.0,0,9,5,3,7,2,0.7777777777777778,0.2222222222222222,5.0,9
17486,152166,24,4,19,8.0,0,10,6,6,5,5,0.5,0.5,5.5,10
17487,185820,2,2,10,7.0,0,10,4,3,0,10,0.0,1.0,5.5,10
17488,164113,4,0,14,6.0,0,5,3,3,3,2,0.6,0.4,3.0,5
17489,14172,29,1,18,8.0,0,9,7,5,9,0,1.0,0.0,5.0,9
17490,101434,4,5,10,30.0,0,27,20,8,21,6,0.7777777777777778,0.2222222222222222,14.0,27
17491,57866,9,2,14,1.0,0,4,4,4,4,0,1.0,0.0,2.5,4
17492,60671,1,6,19,,1,23,12,7,0,23,0.0,1.0,12.0,23
17493,149066,6,0,1,30.0,0,6,5,5,3,3,0.5,0.5,3.5,6
17494,150350,28,5,11,4.0,0,6,6,3,6,0,1.0,0.0,3.5,6
17495,95174,5,3,9,24.0,0,12,8,5,7,5,0.5833333333333334,0.4166666666666667,6.5,12
17496,131547,7,5,19,3.0,0,8,8,4,4,4,0.5,0.5,4.5,8
17497,170071,20,5,13,17.0,0,10,9,4,7,3,0.7,0.3,5.5,10
17498,154842,66,5,10,1.0,0,5,3,1,4,1,0.8,0.2,3.0,5
17499,75354,1,0,19,,1,7,6,4,0,7,0.0,1.0,4.0,7
17500,33481,37,0,11,13.0,0,16,13,6,16,0,1.0,0.0,8.5,16
17501,122984,9,5,8,5.0,0,7,7,6,4,3,0.5714285714285714,0.42857142857142855,4.0,7
17502,39947,19,1,9,5.0,0,5,4,4,1,4,0.2,0.8,3.0,5
17503,17962,11,0,18,10.0,0,12,7,6,8,4,0.6666666666666666,0.3333333333333333,6.5,12
17504,151606,29,4,17,2.0,0,4,4,4,4,0,1.0,0.0,2.5,4
17505,181121,19,3,12,4.0,0,19,16,10,11,8,0.5789473684210527,0.42105263157894735,10.0,19
17506,15755,20,2,8,7.0,0,5,4,4,4,1,0.8,0.2,3.0,5
17507,68149,1,2,18,,1,5,5,4,0,5,0.0,1.0,3.0,5
17508,147618,1,1,8,,1,8,8,6,0,8,0.0,1.0,4.5,8
17509,50199,6,1,8,21.0,0,19,16,9,15,4,0.7894736842105263,0.21052631578947367,10.0,19
17510,165844,4,3,9,17.0,0,5,4,2,3,2,0.6,0.4,3.0,5
17511,42322,59,3,21,3.0,0,6,5,3,3,3,0.5,0.5,3.5,6
17512,192081,4,6,16,4.0,0,10,8,6,2,8,0.2,0.8,5.5,10
17513,204633,17,3,16,13.0,0,11,8,3,10,1,0.9090909090909091,0.09090909090909091,6.0,11
17514,124688,7,1,14,9.0,0,2,2,2,2,0,1.0,0.0,1.5,2
17515,154298,7,6,16,30.0,0,12,9,5,5,7,0.4166666666666667,0.5833333333333334,6.5,12
17516,25149,22,5,12,10.0,0,28,17,7,21,7,0.75,0.25,14.5,28
17517,100364,40,5,14,7.0,0,9,6,5,8,1,0.8888888888888888,0.1111111111111111,5.0,9
17518,22375,9,0,7,14.0,0,17,13,9,8,9,0.47058823529411764,0.5294117647058824,9.0,17
17519,105354,2,0,17,30.0,0,1,1,1,1,0,1.0,0.0,1.0,1
17520,106642,5,2,9,2.0,0,2,2,1,2,0,1.0,0.0,1.5,2
17521,120541,25,3,11,8.0,0,18,14,8,8,10,0.4444444444444444,0.5555555555555556,9.5,18
17522,111816,4,1,12,15.0,0,10,7,5,5,5,0.5,0.5,5.5,10
17523,138041,18,0,10,1.0,0,3,3,2,3,0,1.0,0.0,2.0,3
17524,180563,21,0,11,7.0,0,25,13,9,22,3,0.88,0.12,13.0,25
17525,72301,2,6,12,18.0,0,8,6,4,6,2,0.75,0.25,4.5,8
17526,106542,36,2,14,2.0,0,11,7,6,4,7,0.36363636363636365,0.6363636363636364,6.0,11
17527,103523,2,2,14,11.0,0,6,4,3,1,5,0.16666666666666666,0.8333333333333334,3.5,6
17528,65460,20,5,15,9.0,0,3,2,1,2,1,0.6666666666666666,0.3333333333333333,2.0,3
17529,38242,4,4,11,15.0,0,3,3,3,0,3,0.0,1.0,2.0,3
17530,141419,15,6,15,7.0,0,5,5,3,4,1,0.8,0.2,3.0,5
17532,68762,20,0,9,2.0,0,12,7,5,10,2,0.8333333333333334,0.16666666666666666,6.5,12
17533,106092,17,1,10,8.0,0,10,8,5,3,7,0.3,0.7,5.5,10
17534,89079,16,1,17,7.0,0,33,20,10,28,5,0.8484848484848485,0.15151515151515152,17.0,33
17535,52293,44,2,3,4.0,0,3,1,1,0,3,0.0,1.0,2.0,3
17536,201122,48,2,19,6.0,0,8,8,6,8,0,1.0,0.0,4.5,8
17537,204069,35,2,11,5.0,0,10,8,5,9,1,0.9,0.1,5.5,10
17539,183329,14,0,17,18.0,0,8,7,4,6,2,0.75,0.25,4.5,8
17540,95035,7,4,13,4.0,0,2,2,2,0,2,0.0,1.0,1.5,2
17541,183953,7,3,14,4.0,0,13,6,5,6,7,0.46153846153846156,0.5384615384615384,7.0,13
17542,21110,3,3,18,12.0,0,7,7,5,2,5,0.2857142857142857,0.7142857142857143,4.0,7
17543,41518,13,2,10,26.0,0,1,1,1,0,1,0.0,1.0,1.0,1
17544,196953,16,0,16,7.0,0,15,9,5,7,8,0.4666666666666667,0.5333333333333333,8.0,15
17545,128076,10,4,10,3.0,0,31,19,8,26,5,0.8387096774193549,0.16129032258064516,16.0,31
17546,39144,22,0,15,7.0,0,15,11,7,15,0,1.0,0.0,8.0,15
17547,200407,12,6,9,7.0,0,13,9,4,13,0,1.0,0.0,7.0,13
17548,110374,33,3,9,6.0,0,28,15,8,14,14,0.5,0.5,14.5,28
17550,23933,26,3,12,4.0,0,11,10,8,7,4,0.6363636363636364,0.36363636363636365,6.0,11
17551,36733,28,2,17,2.0,0,12,6,3,7,5,0.5833333333333334,0.4166666666666667,6.5,12
17552,180266,10,2,13,6.0,0,9,8,6,6,3,0.6666666666666666,0.3333333333333333,5.0,9
17553,138531,45,4,14,0.0,0,5,5,4,2,3,0.4,0.6,3.0,5
17554,132866,15,1,17,7.0,0,12,8,5,8,4,0.6666666666666666,0.3333333333333333,6.5,12
17555,71134,9,1,9,12.0,0,13,9,6,8,5,0.6153846153846154,0.38461538461538464,7.0,13
